temperature,humidity,ax,ay,az,delta,tempFault,vibFault,status
28.00,56.00,-0.118,0.196,11.258,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.219,0.000,0,0,0
28.00,56.00,-0.078,0.235,11.219,0.000,0,0,0
28.00,56.00,-0.078,0.196,11.180,0.000,0,0,0
28.00,56.00,-0.078,0.235,11.219,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.258,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.219,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.219,0.000,0,0,0
28.00,56.00,-0.039,0.235,11.180,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.219,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.219,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.258,0.000,0,0,0
28.00,56.00,-0.039,0.235,11.258,0.000,0,0,0
28.00,56.00,-0.039,0.196,11.180,0.000,0,0,0
